"ident","type","name","elevation_ft","continent","iso_country","iso_region","municipality","gps_code","iata_code","local_code","long","lat"
"CYCO","medium_airport","Kugluktuk Airport",74,,"CA","CA-NU","Kugluktuk","CYCO","YCO","","-115.143997","67.816704"
"CYCP","medium_airport","Blue River Airport",2240,,"CA","CA-BC","Blue River","CYCP","","","-119.28299713134766","52.11669921875"
"CYCQ","medium_airport","Chetwynd Airport",2000,,"CA","CA-BC","Chetwynd","CYCQ","YCQ","","-121.62699890136719","55.687198638916016"
"CYCR","medium_airport","Cross Lake (Charlie Sinclair Memorial) Airport",709,,"CA","CA-MB","Cross Lake","CYCR","YCR","","-97.76080322265625","54.610599517822266"
"CYCS","medium_airport","Chesterfield Inlet Airport",32,,"CA","CA-NU","Chesterfield Inlet","CYCS","YCS","","-90.73110198970001","63.346900939899996"
"CYCY","medium_airport","Clyde River Airport",87,,"CA","CA-NU","Clyde River","CYCY","YCY","","-68.5167007446","70.4860992432"
"CYDA","medium_airport","Dawson City Airport",1215,,"CA","CA-YT","Dawson City","CYDA","YDA","","-139.1280059814453","64.04309844970703"
"CYDB","medium_airport","Burwash Airport",2647,,"CA","CA-YT","Burwash","CYDB","YDB","","-139.04100036621094","61.37110137939453"
"CYDC","medium_airport","Princeton Airport",2298,,"CA","CA-BC","Town of Princeton","CYDC","","","-120.511001587","49.4681015015"
"CYDF","medium_airport","Deer Lake Airport",72,,"CA","CA-NL","Deer Lake","CYDF","YDF","","-57.39139938354492","49.21080017089844"
"CYDM","medium_airport","Ross River Airport",2314,,"CA","CA-YT","Ross River","CYDM","XRR","YDM","-132.42300415","61.9706001282"
"CYDN","medium_airport","Dauphin Barker Airport",999,,"CA","CA-MB","Dauphin","CYDN","YDN","","-100.052001953125","51.100799560546875"
"CYDO","medium_airport","Dolbeau St Felicien Airport",372,,"CA","CA-QC","Dolbeau-St-FÃ©licien","CYDO","YDO","","-72.375","48.778499603271"
"CYDP","medium_airport","Nain Airport",22,,"CA","CA-NL","Nain","CYDP","YDP","","-61.680301666259766","56.549198150634766"
"CYDQ","medium_airport","Dawson Creek Airport",2148,,"CA","CA-BC","Dawson Creek","CYDQ","YDQ","","-120.18299865722656","55.7422981262207"
"CYEE","medium_airport","Huronia Airport",770,,"CA","CA-ON","Midland","CYEE","","YEE","-79.9282989502","44.6833000183"
"CYEG","large_airport","Edmonton International Airport",2373,,"CA","CA-AB","Edmonton","CYEG","YEG","CYEG","-113.580001831","53.309700012200004"
"CYEK","medium_airport","Arviat Airport",32,,"CA","CA-NU","Arviat","CYEK","YEK","","-94.07080078119999","61.0942001343"
"CYEL","medium_airport","Elliot Lake Municipal Airport",1087,,"CA","CA-ON","Elliot Lake","CYEL","YEL","","-82.5614013672","46.351398468"
"CYEM","medium_airport","Manitoulin East Municipal Airport",869,,"CA","CA-ON","Manitowaning","CYEM","YEM","","-81.85810089111328","45.84280014038086"
"CYEN","medium_airport","Estevan Airport",1905,,"CA","CA-SK","Estevan","CYEN","YEN","","-102.966003418","49.2103004456"
"CYER","medium_airport","Fort Severn Airport",48,,"CA","CA-ON","Fort Severn","CYER","YER","","-87.67610168457031","56.01890182495117"
"CYET","medium_airport","Edson Airport",3043,,"CA","CA-AB","Edson","CYET","YET","","-116.464996338","53.578899383499994"
"CYEV","medium_airport","Inuvik Mike Zubko Airport",224,,"CA","CA-NT","Inuvik","CYEV","YEV","","-133.483001709","68.30419921880001"
"CYEY","medium_airport","Amos/Magny Airport",1068,,"CA","CA-QC","Amos","CYEY","YEY","","-78.249702","48.563903"
"CYFA","medium_airport","Fort Albany Airport",48,,"CA","CA-ON","Fort Albany","CYFA","YFA","","-81.6968994140625","52.20140075683594"
"CYFB","medium_airport","Iqaluit Airport",110,,"CA","CA-NU","Iqaluit","CYFB","YFB","","-68.555801","63.756402"
"CYFC","medium_airport","Fredericton Airport",68,,"CA","CA-NB","Fredericton","CYFC","YFC","","-66.53720092773438","45.868900299072266"
"CYFE","medium_airport","Forestville Airport",293,,"CA","CA-QC","Forestville","CYFE","YFE","","-69.09719848632812","48.74610137939453"
"CYFH","medium_airport","Fort Hope Airport",899,,"CA","CA-ON","Fort Hope","CYFH","YFH","","-87.90779876708984","51.5619010925293"
"CYFJ","medium_airport","La Macaza / Mont-Tremblant International Inc Airport",827,,"CA","CA-QC","RiviÃ¨re Rouge","CYFJ","YTM","","-74.779999","46.409401"
"CYFO","medium_airport","Flin Flon Airport",997,,"CA","CA-MB","Flin Flon","CYFO","YFO","","-101.68199920654297","54.6781005859375"
"CYFR","medium_airport","Fort Resolution Airport",526,,"CA","CA-NT","Fort Resolution","CYFR","YFR","","-113.690002441","61.1808013916"
"CYFS","medium_airport","Fort Simpson Airport",555,,"CA","CA-NT","Fort Simpson","CYFS","YFS","","-121.23699951171875","61.76020050048828"
"CYFT","medium_airport","Makkovik Airport",234,,"CA","CA-NL","Makkovik","CYFT","YMN","","-59.1864013671875","55.076900482177734"
"CYGB","medium_airport","Texada Gillies Bay Airport",326,,"CA","CA-BC","Texada","CYGB","YGB","","-124.51799774169922","49.69419860839844"
"CYGD","medium_airport","Goderich Airport",712,,"CA","CA-ON","Goderich","CYGD","","YGD","-81.7106018066","43.7668991089"
"CYGE","medium_airport","Golden Airport",2575,,"CA","CA-BC","Golden","CYGE","","","-116.982002","51.299196"
"CYGH","medium_airport","Fort Good Hope Airport",268,,"CA","CA-NT","Fort Good Hope","CYGH","YGH","","-128.6510009765625","66.24079895019531"
"CYGK","medium_airport","Kingston Norman Rogers Airport",305,,"CA","CA-ON","Kingston","CYGK","YGK","","-76.5969009399414","44.22529983520508"
"CYGL","medium_airport","La Grande RiviÃ¨re Airport",639,,"CA","CA-QC","La Grande RiviÃ¨re","CYGL","YGL","","-77.7042007446289","53.625301361083984"
"CYGM","medium_airport","Gimli Industrial Park Airport",753,,"CA","CA-MB","Gimli","CYGM","YGM","","-97.04329681396484","50.62810134887695"
"CYGO","medium_airport","Gods Lake Narrows Airport",617,,"CA","CA-MB","Gods Lake Narrows","CYGO","YGO","","-94.49140167236328","54.55889892578125"
"CYGP","medium_airport","GaspÃ© (Michel-Pouliot) Airport",112,,"CA","CA-QC","GaspÃ©","CYGP","YGP","","-64.4785995483","48.7752990723"
"CYGQ","medium_airport","Geraldton Greenstone Regional Airport",1144,,"CA","CA-ON","Geraldton","CYGQ","YGQ","","-86.93939971923828","49.77830123901367"
"CYGR","medium_airport","Ãles-de-la-Madeleine Airport",35,,"CA","CA-QC","Ãles-de-la-Madeleine","CYGR","YGR","","-61.778099060058594","47.42470169067383"
"CYGT","medium_airport","Igloolik Airport",174,,"CA","CA-NU","Igloolik","CYGT","YGT","","-81.8161010742","69.3647003174"
"CYGV","medium_airport","Havre St Pierre Airport",124,,"CA","CA-QC","Havre St-Pierre","CYGV","YGV","","-63.61140060424805","50.281898498535156"
"CYGW","medium_airport","Kuujjuarapik Airport",34,,"CA","CA-QC","Kuujjuarapik","CYGW","YGW","","-77.76529693603516","55.281898498535156"
"CYGX","medium_airport","Gillam Airport",476,,"CA","CA-MB","Gillam","CYGX","YGX","","-94.71060180664062","56.35749816894531"
"CYGZ","medium_airport","Grise Fiord Airport",146,,"CA","CA-NU","Grise Fiord","CYGZ","YGZ","","-82.90920257570001","76.4261016846"
"CYHA","medium_airport","Quaqtaq Airport",103,,"CA","CA-QC","Quaqtaq","CYHA","YQC","","-69.6177978515625","61.0463981628418"
"CYHD","medium_airport","Dryden Regional Airport",1354,,"CA","CA-ON","Dryden","CYHD","YHD","","-92.744202","49.831699"
"CYHE","medium_airport","Hope Airport",128,,"CA","CA-BC","Hope","CYHE","YHE","","-121.498001099","49.3683013916"
"CYHF","medium_airport","Hearst RenÃ© Fontaine Municipal Airport",827,,"CA","CA-ON","Hearst","CYHF","YHF","","-83.68609619140625","49.71419906616211"
"CYHH","medium_airport","Nemiscau Airport",802,,"CA","CA-QC","Nemiscau","CYHH","YNS","","-76.1355972290039","51.69110107421875"
"CYHI","medium_airport","Ulukhaktok Holman Airport",117,,"CA","CA-NT","Ulukhaktok","CYHI","YHI","","-117.80599975585938","70.76280212402344"
"CYHK","medium_airport","Gjoa Haven Airport",152,,"CA","CA-NU","Gjoa Haven","CYHK","YHK","","-95.84970092770001","68.635597229"
"CYHM","medium_airport","John C. Munro Hamilton International Airport",780,,"CA","CA-ON","Hamilton","CYHM","YHM","","-79.93499755859999","43.173599243199995"
"CYHN","medium_airport","Hornepayne Municipal Airport",1099,,"CA","CA-ON","Hornepayne","CYHN","YHN","","-84.75890350341797","49.19309997558594"
"CYHO","medium_airport","Hopedale Airport",39,,"CA","CA-NL","Hopedale","CYHO","YHO","","-60.228599548339844","55.448299407958984"
"CYHR","medium_airport","Chevery Airport",39,,"CA","CA-QC","Chevery","CYHR","YHR","","-59.63669967651367","50.46889877319336"
"CYHT","medium_airport","Haines Junction Airport",2150,,"CA","CA-YT","Haines Junction","CYHT","YHT","","-137.54600524902344","60.78919982910156"
"CYHU","medium_airport","MontrÃ©al / Saint-Hubert Airport",90,,"CA","CA-QC","MontrÃ©al","CYHU","YHU","","-73.4169006348","45.5175018311"
"CYHY","medium_airport","Hay River / Merlyn Carter Airport",541,,"CA","CA-NT","Hay River","CYHY","YHY","","-115.782997131","60.8396987915"
"CYHZ","large_airport","Halifax / Stanfield International Airport",477,,"CA","CA-NS","Halifax","CYHZ","YHZ","","-63.5085983276","44.8807983398"
"CYIB","medium_airport","Atikokan Municipal Airport",1408,,"CA","CA-ON","Atikokan","CYIB","YIB","","-91.6386032104","48.7738990784"
"CYID","medium_airport","Digby / Annapolis Regional Airport",499,,"CA","CA-NS","Digby","CYID","YDG","","-65.7854247093","44.5458450365"
"CYIF","medium_airport","St Augustin Airport",20,,"CA","CA-QC","St-Augustin","CYIF","YIF","","-58.6582984924","51.2117004395"
"CYIK","medium_airport","Ivujivik Airport",126,,"CA","CA-QC","Ivujivik","CYIK","YIK","","-77.92530059814453","62.417301177978516"
"CYIO","medium_airport","Pond Inlet Airport",181,,"CA","CA-NU","Pond Inlet","CYIO","YIO","","-77.9666976929","72.6832962036"
"CYIV","medium_airport","Island Lake Airport",770,,"CA","CA-MB","Island Lake","CYIV","YIV","","-94.65360260009766","53.857200622558594"
"CYJF","medium_airport","Fort Liard Airport",708,,"CA","CA-NT","Fort Liard","CYJF","YJF","","-123.46900177","60.235801696799996"
"CYJN","medium_airport","St Jean Airport",136,,"CA","CA-QC","St Jean","CYJN","YJN","","-73.28109741210938","45.29439926147461"
"CYJT","medium_airport","Stephenville Airport",84,,"CA","CA-NL","Stephenville","CYJT","YJT","","-58.54999923706055","48.5442008972168"
"CYKA","medium_airport","Kamloops Airport",1133,,"CA","CA-BC","Kamloops","CYKA","YKA","","-120.444000244","50.7022018433"
"CYKD","medium_airport","Aklavik/Freddie Carmichael Airport",23,,"CA","CA-NT","Aklavik","CYKD","LAK","","-135.00599","68.223297"
"CYKF","medium_airport","Waterloo Airport",1055,,"CA","CA-ON","Kitchener","CYKF","YKF","","-80.3786010742","43.460800170899994"
"CYKG","medium_airport","Kangiqsujuaq (Wakeham Bay) Airport",501,,"CA","CA-QC","Kangiqsujuaq","CYKG","YWB","","-71.929397583","61.5886001587"
"CYKJ","medium_airport","Key Lake Airport",1679,,"CA","CA-SK","Key Lake","CYKJ","YKJ","","-105.61799621582031","57.256099700927734"
"CYKL","medium_airport","Schefferville Airport",1709,,"CA","CA-QC","Schefferville","CYKL","YKL","","-66.8052978515625","54.805301666259766"
"CYKO","medium_airport","Akulivik Airport",75,,"CA","CA-QC","Akulivik","CYKO","AKV","","-78.14859771728516","60.818599700927734"
"CYKQ","medium_airport","Waskaganish Airport",80,,"CA","CA-QC","Waskaganish","CYKQ","YKQ","","-78.75830078125","51.47330093383789"
"CYKX","medium_airport","Kirkland Lake Airport",1157,,"CA","CA-ON","Kirkland Lake","CYKX","YKX","","-79.98139953613281","48.21030044555664"
"CYKY","medium_airport","Kindersley Airport",2277,,"CA","CA-SK","Kindersley","CYKY","YKY","YKY","-109.180999756","51.5175018311"
"CYKZ","medium_airport","Buttonville Municipal Airport",650,,"CA","CA-ON","Toronto","CYKZ","YKZ","","-79.37000274658203","43.86220169067383"
"CYLA","medium_airport","Aupaluk Airport",119,,"CA","CA-QC","Aupaluk","CYLA","YPJ","","-69.59970092773438","59.29669952392578"
"CYLC","medium_airport","Kimmirut Airport",175,,"CA","CA-NU","Kimmirut","CYLC","YLC","","-69.88330078119999","62.8499984741"
"CYLD","medium_airport","Chapleau Airport",1470,,"CA","CA-ON","Chapleau","CYLD","YLD","","-83.3467025756836","47.81999969482422"
"CYLH","medium_airport","Lansdowne House Airport",834,,"CA","CA-ON","Lansdowne House","CYLH","YLH","","-87.93419647216797","52.19559860229492"
"CYLJ","medium_airport","Meadow Lake Airport",1576,,"CA","CA-SK","Meadow Lake","CYLJ","YLJ","","-108.52300262451172","54.125301361083984"
"CYLK","medium_airport","Lutselk'e Airport",596,,"CA","CA-NT","Lutselk'e","CYLK","YSG","","-110.681998","62.418303"
"CYLL","medium_airport","Lloydminster Airport",2193,,"CA","CA-AB","Lloydminster","CYLL","YLL","","-110.072998046875","53.309200286865234"
"CYLR","medium_airport","Leaf Rapids Airport",959,,"CA","CA-MB","Leaf Rapids","CYLR","YLR","","-99.98529815673828","56.513301849365234"
"CYLT","medium_airport","Alert Airport",100,,"CA","CA-NU","Alert","CYLT","YLT","","-62.2806015015","82.51779937740001"
"CYLU","medium_airport","Kangiqsualujjuaq (Georges River) Airport",215,,"CA","CA-QC","Kangiqsualujjuaq","CYLU","XGR","","-65.9927978515625","58.71139907836914"
"CYLW","medium_airport","Kelowna International Airport",1421,,"CA","CA-BC","Kelowna","CYLW","YLW","","-119.377998352","49.9561004639"
"CYMA","medium_airport","Mayo Airport",1653,,"CA","CA-YT","Mayo","CYMA","YMA","","-135.8679962158203","63.61640167236328"
"CYME","medium_airport","Matane Airport",102,,"CA","CA-QC","Matane","CYME","YME","","-67.45330047607422","48.85689926147461"
"CYMG","medium_airport","Manitouwadge Airport",1198,,"CA","CA-ON","Manitouwadge","CYMG","YMG","","-85.86060333251953","49.083900451660156"
"CYMH","medium_airport","Mary's Harbour Airport",38,,"CA","CA-NL","Mary's Harbour","CYMH","YMH","","-55.847198486328125","52.302799224853516"
"CYMJ","medium_airport","Moose Jaw Air Vice Marshal C. M. McEwen Airport",1892,,"CA","CA-SK","Moose Jaw","CYMJ","YMJ","","-105.55899810791016","50.330299377441406"
"CYML","medium_airport","Charlevoix Airport",977,,"CA","CA-QC","Charlevoix","CYML","YML","","-70.2238998413086","47.59749984741211"
"CYMM","medium_airport","Fort McMurray Airport",1211,,"CA","CA-AB","Fort McMurray","CYMM","YMM","","-111.222000122","56.653301239"
"CYMO","medium_airport","Moosonee Airport",30,,"CA","CA-ON","Moosonee","CYMO","YMO","","-80.60780334472656","51.291099548339844"
"CYMT","medium_airport","Chapais Airport",1270,,"CA","CA-QC","Chibougamau","CYMT","YMT","","-74.5280990600586","49.77190017700195"
"CYMU","medium_airport","Umiujaq Airport",250,,"CA","CA-QC","Umiujaq","CYMU","YUD","","-76.51830291748047","56.53609848022461"
"CYMX","medium_airport","Montreal International (Mirabel) Airport",270,,"CA","CA-QC","MontrÃ©al","CYMX","YMX","","-74.038696","45.679501"
"CYNA","medium_airport","Natashquan Airport",39,,"CA","CA-QC","Natashquan","CYNA","YNA","","-61.78919982910156","50.189998626708984"
"CYNC","medium_airport","Wemindji Airport",66,,"CA","CA-QC","Wemindji","CYNC","YNC","","-78.83110046386719","53.01060104370117"
"CYND","medium_airport","Ottawa / Gatineau Airport",211,,"CA","CA-QC","Gatineau","CYND","YND","CYND","-75.563599","45.521702"
"CYNE","medium_airport","Norway House Airport",734,,"CA","CA-MB","Norway House","CYNE","YNE","","-97.84420013427734","53.95830154418945"
"CYNL","medium_airport","Points North Landing Airport",1605,,"CA","CA-SK","Points North Landing","CYNL","YNL","","-104.08200073242188","58.27669906616211"
"CYNM","medium_airport","Matagami Airport",918,,"CA","CA-QC","Matagami","CYNM","YNM","","-77.80280303955078","49.76169967651367"
"CYNN","medium_airport","Nejanilini Lake Airport",1000,,"CA","CA-MB","Nejanilini Lake","CYNN","","","-97.78029632570001","59.4874992371"
"CYOA","medium_airport","Ekati Airport",1536,,"CA","CA-NT","Ekati","CYOA","YOA","","-110.614997864","64.6988983154"
"CYOC","medium_airport","Old Crow Airport",824,,"CA","CA-YT","Old Crow","CYOC","YOC","","-139.83900451660156","67.57060241699219"
"CYOD","medium_airport","CFB Cold Lake",1775,,"CA","CA-AB","Cold Lake","CYOD","YOD","","-110.27899932861328","54.404998779296875"
"CYOH","medium_airport","Oxford House Airport",663,,"CA","CA-MB","Oxford House","CYOH","YOH","","-95.27890014648438","54.93330001831055"
"CYOJ","medium_airport","High Level Airport",1110,,"CA","CA-AB","High Level","CYOJ","YOJ","","-117.16500091552734","58.62139892578125"
"CYOO","medium_airport","Toronto/Oshawa Executive Airport",460,,"CA","CA-ON","Oshawa","CYOO","YOO","CYOO","-78.894997","43.922798"
"CYOP","medium_airport","Rainbow Lake Airport",1759,,"CA","CA-AB","Rainbow Lake","CYOP","YOP","","-119.40799713134766","58.49140167236328"
"CYOS","medium_airport","Owen Sound / Billy Bishop Regional Airport",1007,,"CA","CA-ON","Owen Sound","CYOS","YOS","","-80.8375015259","44.5903015137"
"CYOW","large_airport","Ottawa Macdonald-Cartier International Airport",374,,"CA","CA-ON","Ottawa","CYOW","YOW","YOW","-75.66919708251953","45.3224983215332"
"CYPA","medium_airport","Prince Albert Glass Field",1405,,"CA","CA-SK","Prince Albert","CYPA","YPA","","-105.672996521","53.214199066199996"
"CYPC","medium_airport","Paulatuk (Nora Aliqatchialuk Ruben) Airport",15,,"CA","CA-NT","Paulatuk","CYPC","YPC","","-124.075469971","69.3608381154"
"CYPD","medium_airport","Port Hawkesbury Airport",377,,"CA","CA-NS","Port Hawkesbury","CYPD","YPS","","-61.3680992126","45.6567001343"
"CYPE","medium_airport","Peace River Airport",1873,,"CA","CA-AB","Peace River","CYPE","YPE","","-117.446999","56.226898"
"CYPG","medium_airport","Portage-la-Prairie / Southport Airport",885,,"CA","CA-MB","Portage la Prairie","CYPG","YPG","","-98.273817","49.903099"
"CYPH","medium_airport","Inukjuak Airport",83,,"CA","CA-QC","Inukjuak","CYPH","YPH","","-78.07689666748047","58.471900939941406"
"CYPL","medium_airport","Pickle Lake Airport",1267,,"CA","CA-ON","Pickle Lake","CYPL","YPL","","-90.21420288085938","51.4463996887207"
"CYPM","medium_airport","Pikangikum Airport",1114,,"CA","CA-ON","Pikangikum","CYPM","YPM","","-93.97329711914062","51.819698333740234"
"CYPN","medium_airport","Port Menier Airport",167,,"CA","CA-QC","Port-Menier","CYPN","YPN","","-64.2885971069336","49.83639907836914"
"CYPO","medium_airport","Peawanuck Airport",173,,"CA","CA-ON","Peawanuck","CYPO","YPO","","-85.44329833984375","54.98809814453125"
"CYPQ","medium_airport","Peterborough Airport",628,,"CA","CA-ON","Peterborough","CYPQ","YPQ","","-78.36329650878906","44.22999954223633"
"CYPR","medium_airport","Prince Rupert Airport",116,,"CA","CA-BC","Prince Rupert","CYPR","YPR","","-130.445007324","54.286098480199996"
